Proto,Source IP,Source Port,Src netmask,Destination IP,Destination Port,Dst netmask,TCP flags,Data Packets,Data Octets,First time ms,Last time ms,Notes
udp,10.3.7.17,5060,24,10.2.0.10,10125,24,0,28,16700,3020,33020,Host 10.2.0.10 infects host 10.3.7.17
udp,10.2.0.10,10126,24,10.3.7.18,5060,24,0,3,300,3030,33030,
udp,10.2.0.10,10127,24,10.3.7.19,5060,24,0,3,300,3040,33040,
udp,10.2.0.10,10128,24,10.3.7.20,5060,24,0,3,300,3050,33050,
udp,10.2.0.10,10129,24,10.3.8.5,5060,24,0,3,300,3060,33060,Host 10.2.0.10 scans network 10.3.8.0/24
udp,10.2.0.10,10130,24,10.3.8.6,5060,24,0,3,300,3070,33070,
udp,10.2.0.10,10131,24,10.3.8.7,5060,24,0,3,300,3080,33080,
udp,10.2.0.10,10132,24,10.3.8.8,5060,24,0,3,300,3090,33090,
udp,10.2.0.10,10133,24,10.3.8.9,5060,24,0,3,300,3100,33100,
udp,10.2.0.10,10134,24,10.3.8.10,5060,24,0,3,300,3110,33110,
udp,10.2.0.10,10135,24,10.3.8.11,5060,24,0,3,300,3120,33120,
udp,10.2.0.10,10136,24,10.3.8.12,5060,24,0,3,300,3130,33130,
udp,10.2.0.10,10137,24,10.3.8.13,5060,24,0,3,300,3140,33140,
udp,10.2.0.10,10138,24,10.3.8.14,5060,24,0,3,300,3150,33150,
udp,10.2.0.10,10139,24,10.3.8.15,5060,24,0,3,300,3160,33160,
udp,10.2.0.10,10140,24,10.3.8.16,5060,24,0,3,300,3170,33170,
udp,10.2.0.10,10141,24,10.3.8.17,5060,24,0,3,300,3180,33180,
udp,10.2.0.10,10142,24,10.3.8.18,5060,24,0,342,409600,3190,33190,Host 10.2.0.10 infects host 10.3.8.18
udp,10.3.8.18,5060,24,10.2.0.10,10142,24,0,28,16700,3200,33200,Host 10.2.0.10 infects host 10.3.8.18
udp,10.2.0.10,10143,24,10.3.8.19,5060,24,0,3,300,3210,33210,
udp,10.2.0.10,10144,24,10.3.8.20,5060,24,0,3,300,3220,33220,
udp,10.2.0.10,10145,24,10.3.9.5,5060,24,0,3,300,3230,33230,Host 10.2.0.10 scans network 10.3.9.0/24
udp,10.2.0.10,10146,24,10.3.9.6,5060,24,0,3,300,3240,33240,
udp,10.2.0.10,10147,24,10.3.9.7,5060,24,0,3,300,3250,33250,
udp,10.2.0.10,10148,24,10.3.9.8,5060,24,0,3,300,3260,33260,
udp,10.2.0.10,10149,24,10.3.9.9,5060,24,0,3,300,3270,33270,
udp,10.2.0.10,10150,24,10.3.9.10,5060,24,0,3,300,3280,33280,
udp,10.2.0.10,10151,24,10.3.9.11,5060,24,0,3,300,3290,33290,
udp,10.2.0.10,10152,24,10.3.9.12,5060,24,0,3,300,3300,33300,
udp,10.2.0.10,10153,24,10.3.9.13,5060,24,0,3,300,3310,33310,
udp,10.2.0.10,10154,24,10.3.9.14,5060,24,0,3,300,3320,33320,
udp,10.2.0.10,10155,24,10.3.9.15,5060,24,0,3,300,3330,33330,
udp,10.2.0.10,10156,24,10.3.9.16,5060,24,0,3,300,3340,33340,
udp,10.2.0.10,10157,24,10.3.9.17,5060,24,0,3,300,3350,33350,
udp,10.2.0.10,10158,24,10.3.9.18,5060,24,0,3,300,3360,33360,
udp,10.2.0.10,10159,24,10.3.9.19,5060,24,0,342,409600,3370,33370,Host 10.2.0.10 infects host 10.3.9.19
udp,10.3.9.19,5060,24,10.2.0.10,10159,24,0,28,16700,3380,33380,Host 10.2.0.10 infects host 10.3.9.19
udp,10.2.0.10,10160,24,10.3.9.20,5060,24,0,3,300,3390,33390,
udp,10.2.1.11,10001,24,10.4.0.5,5060,24,0,3,300,3400,33400,Host 10.2.1.11 scans network 10.4.0.0/24
udp,10.2.1.11,10002,24,10.4.0.6,5060,24,0,3,300,3410,33410,
udp,10.2.1.11,10003,24,10.4.0.7,5060,24,0,3,300,3420,33420,
udp,10.2.1.11,10004,24,10.4.0.8,5060,24,0,3,300,3430,33430,
udp,10.2.1.11,10005,24,10.4.0.9,5060,24,0,3,300,3440,33440,
udp,10.2.1.11,10006,24,10.4.0.10,5060,24,0,342,409600,3450,33450,Host 10.2.1.11 infects host 10.4.0.10
udp,10.4.0.10,5060,24,10.2.1.11,10006,24,0,28,16700,3460,33460,Host 10.2.1.11 infects host 10.4.0.10
udp,10.2.1.11,10007,24,10.4.0.11,5060,24,0,3,300,3470,33470,
udp,10.2.1.11,10008,24,10.4.0.12,5060,24,0,3,300,3480,33480,
udp,10.2.1.11,10009,24,10.4.0.13,5060,24,0,3,300,3490,33490,
udp,10.2.1.11,10010,24,10.4.0.14,5060,24,0,3,300,3500,33500,
udp,10.2.1.11,10011,24,10.4.0.15,5060,24,0,3,300,3510,33510,
udp,10.2.1.11,10012,24,10.4.0.16,5060,24,0,3,300,3520,33520,
udp,10.2.1.11,10013,24,10.4.0.17,5060,24,0,3,300,3530,33530,
udp,10.2.1.11,10014,24,10.4.0.18,5060,24,0,3,300,3540,33540,
udp,10.2.1.11,10015,24,10.4.0.19,5060,24,0,3,300,3550,33550,
udp,10.2.1.11,10016,24,10.4.0.20,5060,24,0,3,300,3560,33560,
udp,10.2.1.11,10017,24,10.4.1.5,5060,24,0,3,300,3570,33570,Host 10.2.1.11 scans network 10.4.1.0/24
udp,10.2.1.11,10018,24,10.4.1.6,5060,24,0,3,300,3580,33580,
udp,10.2.1.11,10019,24,10.4.1.7,5060,24,0,3,300,3590,33590,
udp,10.2.1.11,10020,24,10.4.1.8,5060,24,0,3,300,3600,33600,
udp,10.2.1.11,10021,24,10.4.1.9,5060,24,0,3,300,3610,33610,
udp,10.2.1.11,10022,24,10.4.1.10,5060,24,0,3,300,3620,33620,
udp,10.2.1.11,10023,24,10.4.1.11,5060,24,0,342,409600,3630,33630,Host 10.2.1.11 infects host 10.4.1.11
udp,10.4.1.11,5060,24,10.2.1.11,10023,24,0,28,16700,3640,33640,Host 10.2.1.11 infects host 10.4.1.11
udp,10.2.1.11,10024,24,10.4.1.12,5060,24,0,3,300,3650,33650,
udp,10.2.1.11,10025,24,10.4.1.13,5060,24,0,3,300,3660,33660,
udp,10.2.1.11,10026,24,10.4.1.14,5060,24,0,3,300,3670,33670,
udp,10.2.1.11,10027,24,10.4.1.15,5060,24,0,3,300,3680,33680,
udp,10.2.1.11,10028,24,10.4.1.16,5060,24,0,3,300,3690,33690,
udp,10.2.1.11,10029,24,10.4.1.17,5060,24,0,3,300,3700,33700,
udp,10.2.1.11,10030,24,10.4.1.18,5060,24,0,3,300,3710,33710,
udp,10.2.1.11,10031,24,10.4.1.19,5060,24,0,3,300,3720,33720,
udp,10.2.1.11,10032,24,10.4.1.20,5060,24,0,3,300,3730,33730,
udp,10.2.1.11,10033,24,10.4.2.5,5060,24,0,3,300,3740,33740,Host 10.2.1.11 scans network 10.4.2.0/24
udp,10.2.1.11,10034,24,10.4.2.6,5060,24,0,3,300,3750,33750,
udp,10.2.1.11,10035,24,10.4.2.7,5060,24,0,3,300,3760,33760,
udp,10.2.1.11,10036,24,10.4.2.8,5060,24,0,3,300,3770,33770,
udp,10.2.1.11,10037,24,10.4.2.9,5060,24,0,3,300,3780,33780,
udp,10.2.1.11,10038,24,10.4.2.10,5060,24,0,3,300,3790,33790,
udp,10.2.1.11,10039,24,10.4.2.11,5060,24,0,3,300,3800,33800,
udp,10.2.1.11,10040,24,10.4.2.12,5060,24,0,342,409600,3810,33810,Host 10.2.1.11 infects host 10.4.2.12
udp,10.4.2.12,5060,24,10.2.1.11,10040,24,0,28,16700,3820,33820,Host 10.2.1.11 infects host 10.4.2.12
udp,10.2.1.11,10041,24,10.4.2.13,5060,24,0,3,300,3830,33830,
udp,10.2.1.11,10042,24,10.4.2.14,5060,24,0,3,300,3840,33840,
udp,10.2.1.11,10043,24,10.4.2.15,5060,24,0,3,300,3850,33850,
udp,10.2.1.11,10044,24,10.4.2.16,5060,24,0,3,300,3860,33860,
udp,10.2.1.11,10045,24,10.4.2.17,5060,24,0,3,300,3870,33870,
udp,10.2.1.11,10046,24,10.4.2.18,5060,24,0,3,300,3880,33880,
udp,10.2.1.11,10047,24,10.4.2.19,5060,24,0,3,300,3890,33890,
udp,10.2.1.11,10048,24,10.4.2.20,5060,24,0,3,300,3900,33900,
udp,10.2.1.11,10049,24,10.4.3.5,5060,24,0,3,300,3910,33910,Host 10.2.1.11 scans  network 10.4.3.0/24
udp,10.2.1.11,10050,24,10.4.3.6,5060,24,0,3,300,3920,33920,
udp,10.2.1.11,10051,24,10.4.3.7,5060,24,0,3,300,3930,33930,
udp,10.2.1.11,10052,24,10.4.3.8,5060,24,0,3,300,3940,33940,
udp,10.2.1.11,10053,24,10.4.3.9,5060,24,0,3,300,3950,33950,
udp,10.2.1.11,10054,24,10.4.3.10,5060,24,0,3,300,3960,33960,
udp,10.2.1.11,10055,24,10.4.3.11,5060,24,0,3,300,3970,33970,
udp,10.2.1.11,10056,24,10.4.3.12,5060,24,0,3,300,3980,33980,
udp,10.2.1.11,10057,24,10.4.3.13,5060,24,0,342,409600,3990,33990,Host 10.2.1.11 infects host 10.4.3.13
udp,10.4.3.13,5060,24,10.2.1.11,10057,24,0,28,16700,4000,34000,Host 10.2.1.11 infects host 10.4.3.13
udp,10.2.1.11,10058,24,10.4.3.14,5060,24,0,3,300,4010,34010,
udp,10.2.1.11,10059,24,10.4.3.15,5060,24,0,3,300,4020,34020,
udp,10.2.1.11,10060,24,10.4.3.16,5060,24,0,3,300,4030,34030,
udp,10.2.1.11,10061,24,10.4.3.17,5060,24,0,3,300,4040,34040,
udp,10.2.1.11,10062,24,10.4.3.18,5060,24,0,3,300,4050,34050,
udp,10.2.1.11,10063,24,10.4.3.19,5060,24,0,3,300,4060,34060,
udp,10.2.1.11,10064,24,10.4.3.20,5060,24,0,3,300,4070,34070,
udp,10.2.1.11,10065,24,10.4.4.5,5060,24,0,3,300,4080,34080,Host 10.2.1.11 scans network 10.4.4.0/24
udp,10.2.1.11,10066,24,10.4.4.6,5060,24,0,3,300,4090,34090,
udp,10.2.1.11,10067,24,10.4.4.7,5060,24,0,3,300,4100,34100,
udp,10.2.1.11,10068,24,10.4.4.8,5060,24,0,3,300,4110,34110,
udp,10.2.1.11,10069,24,10.4.4.9,5060,24,0,3,300,4120,34120,
udp,10.2.1.11,10070,24,10.4.4.10,5060,24,0,3,300,4130,34130,
udp,10.2.1.11,10071,24,10.4.4.11,5060,24,0,3,300,4140,34140,
udp,10.2.1.11,10072,24,10.4.4.12,5060,24,0,3,300,4150,34150,
udp,10.2.1.11,10073,24,10.4.4.13,5060,24,0,3,300,4160,34160,
udp,10.2.1.11,10074,24,10.4.4.14,5060,24,0,342,409600,4170,34170,Host 10.2.1.11 infects host 10.4.4.14
udp,10.4.4.14,5060,24,10.2.1.11,10074,24,0,28,16700,4180,34180,Host 10.2.1.11 infects host 10.4.4.14
udp,10.2.1.11,10075,24,10.4.4.15,5060,24,0,3,300,4190,34190,
udp,10.2.1.11,10076,24,10.4.4.16,5060,24,0,3,300,4200,34200,
udp,10.2.1.11,10077,24,10.4.4.17,5060,24,0,3,300,4210,34210,
udp,10.2.1.11,10078,24,10.4.4.18,5060,24,0,3,300,4220,34220,
udp,10.2.1.11,10079,24,10.4.4.19,5060,24,0,3,300,4230,34230,
udp,10.2.1.11,10080,24,10.4.4.20,5060,24,0,3,300,4240,34240,
udp,10.2.1.11,10081,24,10.4.5.5,5060,24,0,3,300,4250,34250,Host 10.2.1.11 scans network 10.4.5.0/24
udp,10.2.1.11,10082,24,10.4.5.6,5060,24,0,3,300,4260,34260,
udp,10.2.1.11,10083,24,10.4.5.7,5060,24,0,3,300,4270,34270,
udp,10.2.1.11,10084,24,10.4.5.8,5060,24,0,3,300,4280,34280,
udp,10.2.1.11,10085,24,10.4.5.9,5060,24,0,3,300,4290,34290,
udp,10.2.1.11,10086,24,10.4.5.10,5060,24,0,3,300,4300,34300,
udp,10.2.1.11,10087,24,10.4.5.11,5060,24,0,3,300,4310,34310,
udp,10.2.1.11,10088,24,10.4.5.12,5060,24,0,3,300,4320,34320,
udp,10.2.1.11,10089,24,10.4.5.13,5060,24,0,3,300,4330,34330,
udp,10.2.1.11,10090,24,10.4.5.14,5060,24,0,3,300,4340,34340,
udp,10.2.1.11,10091,24,10.4.5.15,5060,24,0,342,409600,4350,34350,Host 10.2.1.11 infects host 10.4.5.15
udp,10.4.5.15,5060,24,10.2.1.11,10091,24,0,28,16700,4360,34360,Host 10.2.1.11 infects host 10.4.5.15
udp,10.2.1.11,10092,24,10.4.5.16,5060,24,0,3,300,4370,34370,
udp,10.2.1.11,10093,24,10.4.5.17,5060,24,0,3,300,4380,34380,
udp,10.2.1.11,10094,24,10.4.5.18,5060,24,0,3,300,4390,34390,
udp,10.2.1.11,10095,24,10.4.5.19,5060,24,0,3,300,4400,34400,
udp,10.2.1.11,10096,24,10.4.5.20,5060,24,0,3,300,4410,34410,
udp,10.2.1.11,10097,24,10.4.6.5,5060,24,0,3,300,4420,34420,Host 10.2.1.11 scans network 10.4.6.0/24
udp,10.2.1.11,10098,24,10.4.6.6,5060,24,0,3,300,4430,34430,
udp,10.2.1.11,10099,24,10.4.6.7,5060,24,0,3,300,4440,34440,
udp,10.2.1.11,10100,24,10.4.6.8,5060,24,0,3,300,4450,34450,
udp,10.2.1.11,10101,24,10.4.6.9,5060,24,0,3,300,4460,34460,
udp,10.2.1.11,10102,24,10.4.6.10,5060,24,0,3,300,4470,34470,
udp,10.2.1.11,10103,24,10.4.6.11,5060,24,0,3,300,4480,34480,
udp,10.2.1.11,10104,24,10.4.6.12,5060,24,0,3,300,4490,34490,
udp,10.2.1.11,10105,24,10.4.6.13,5060,24,0,3,300,4500,34500,
udp,10.2.1.11,10106,24,10.4.6.14,5060,24,0,3,300,4510,34510,
udp,10.2.1.11,10107,24,10.4.6.15,5060,24,0,3,300,4520,34520,
udp,10.2.1.11,10108,24,10.4.6.16,5060,24,0,342,409600,4530,34530,Host 10.2.1.11 infects host 10.4.6.16
udp,10.4.6.16,5060,24,10.2.1.11,10108,24,0,28,16700,4540,34540,Host 10.2.1.11 infects host 10.4.6.16
udp,10.2.1.11,10109,24,10.4.6.17,5060,24,0,3,300,4550,34550,
udp,10.2.1.11,10110,24,10.4.6.18,5060,24,0,3,300,4560,34560,
udp,10.2.1.11,10111,24,10.4.6.19,5060,24,0,3,300,4570,34570,
udp,10.2.1.11,10112,24,10.4.6.20,5060,24,0,3,300,4580,34580,
udp,10.2.1.11,10113,24,10.4.7.5,5060,24,0,3,300,4590,34590,Host 10.2.1.11 scans network 10.4.7.0/24
udp,10.2.1.11,10114,24,10.4.7.6,5060,24,0,3,300,4600,34600,
udp,10.2.1.11,10115,24,10.4.7.7,5060,24,0,3,300,4610,34610,
udp,10.2.1.11,10116,24,10.4.7.8,5060,24,0,3,300,4620,34620,
udp,10.2.1.11,10117,24,10.4.7.9,5060,24,0,3,300,4630,34630,
udp,10.2.1.11,10118,24,10.4.7.10,5060,24,0,3,300,4640,34640,
udp,10.2.1.11,10119,24,10.4.7.11,5060,24,0,3,300,4650,34650,
udp,10.2.1.11,10120,24,10.4.7.12,5060,24,0,3,300,4660,34660,
udp,10.2.1.11,10121,24,10.4.7.13,5060,24,0,3,300,4670,34670,
udp,10.2.1.11,10122,24,10.4.7.14,5060,24,0,3,300,4680,34680,
udp,10.2.1.11,10123,24,10.4.7.15,5060,24,0,3,300,4690,34690,
udp,10.2.1.11,10124,24,10.4.7.16,5060,24,0,3,300,4700,34700,
udp,10.2.1.11,10125,24,10.4.7.17,5060,24,0,342,409600,4710,34710,Host 10.2.1.11 infects host 10.4.7.17
udp,10.4.7.17,5060,24,10.2.1.11,10125,24,0,28,16700,4720,34720,Host 10.2.1.11 infects host 10.4.7.17
udp,10.2.1.11,10126,24,10.4.7.18,5060,24,0,3,300,4730,34730,
udp,10.2.1.11,10127,24,10.4.7.19,5060,24,0,3,300,4740,34740,
udp,10.2.1.11,10128,24,10.4.7.20,5060,24,0,3,300,4750,34750,
udp,10.2.1.11,10129,24,10.4.8.5,5060,24,0,3,300,4760,34760,Host 10.2.1.11 scans network 10.4.8.0/24
udp,10.2.1.11,10130,24,10.4.8.6,5060,24,0,3,300,4770,34770,
udp,10.2.1.11,10131,24,10.4.8.7,5060,24,0,3,300,4780,34780,
udp,10.2.1.11,10132,24,10.4.8.8,5060,24,0,3,300,4790,34790,
udp,10.2.1.11,10133,24,10.4.8.9,5060,24,0,3,300,4800,34800,
udp,10.2.1.11,10134,24,10.4.8.10,5060,24,0,3,300,4810,34810,
udp,10.2.1.11,10135,24,10.4.8.11,5060,24,0,3,300,4820,34820,
udp,10.2.1.11,10136,24,10.4.8.12,5060,24,0,3,300,4830,34830,
udp,10.2.1.11,10137,24,10.4.8.13,5060,24,0,3,300,4840,34840,
udp,10.2.1.11,10138,24,10.4.8.14,5060,24,0,3,300,4850,34850,
udp,10.2.1.11,10139,24,10.4.8.15,5060,24,0,3,300,4860,34860,
udp,10.2.1.11,10140,24,10.4.8.16,5060,24,0,3,300,4870,34870,
udp,10.2.1.11,10141,24,10.4.8.17,5060,24,0,3,300,4880,34880,
udp,10.2.1.11,10142,24,10.4.8.18,5060,24,0,342,409600,4890,34890,Host 10.2.1.11 infects host 10.4.8.18
udp,10.4.8.18,5060,24,10.2.1.11,10142,24,0,28,16700,4900,34900,Host 10.2.1.11 infects host 10.4.8.18
udp,10.2.1.11,10143,24,10.4.8.19,5060,24,0,3,300,4910,34910,
udp,10.2.1.11,10144,24,10.4.8.20,5060,24,0,3,300,4920,34920,
udp,10.2.1.11,10145,24,10.4.9.5,5060,24,0,3,300,4930,34930,Host 10.2.1.11 scans network 10.4.9.0/24
udp,10.2.1.11,10146,24,10.4.9.6,5060,24,0,3,300,4940,34940,
udp,10.2.1.11,10147,24,10.4.9.7,5060,24,0,3,300,4950,34950,
udp,10.2.1.11,10148,24,10.4.9.8,5060,24,0,3,300,4960,34960,
udp,10.2.1.11,10149,24,10.4.9.9,5060,24,0,3,300,4970,34970,
udp,10.2.1.11,10150,24,10.4.9.10,5060,24,0,3,300,4980,34980,
udp,10.2.1.11,10151,24,10.4.9.11,5060,24,0,3,300,4990,34990,
udp,10.2.1.11,10152,24,10.4.9.12,5060,24,0,3,300,5000,35000,
udp,10.2.1.11,10153,24,10.4.9.13,5060,24,0,3,300,5010,35010,
udp,10.2.1.11,10154,24,10.4.9.14,5060,24,0,3,300,5020,35020,
udp,10.2.1.11,10155,24,10.4.9.15,5060,24,0,3,300,5030,35030,
udp,10.2.1.11,10156,24,10.4.9.16,5060,24,0,3,300,5040,35040,
udp,10.2.1.11,10157,24,10.4.9.17,5060,24,0,3,300,5050,35050,
udp,10.2.1.11,10158,24,10.4.9.18,5060,24,0,3,300,5060,35060,
udp,10.2.1.11,10159,24,10.4.9.19,5060,24,0,342,409600,5070,35070,Host 10.2.1.11 infects host 10.4.9.19
udp,10.4.9.19,5060,24,10.2.1.11,10159,24,0,28,16700,5080,35080,Host 10.2.1.11 infects host 10.4.9.19
udp,10.2.1.11,10160,24,10.4.9.20,5060,24,0,3,300,5090,35090,
udp,10.2.2.12,10001,24,10.5.0.5,5060,24,0,3,300,5100,35100,Host 10.2.2.12 scans network 10.5.0.0/24
udp,10.2.2.12,10002,24,10.5.0.6,5060,24,0,3,300,5110,35110,
udp,10.2.2.12,10003,24,10.5.0.7,5060,24,0,3,300,5120,35120,
udp,10.2.2.12,10004,24,10.5.0.8,5060,24,0,3,300,5130,35130,
udp,10.2.2.12,10005,24,10.5.0.9,5060,24,0,3,300,5140,35140,
udp,10.2.2.12,10006,24,10.5.0.10,5060,24,0,342,409600,5150,35150,Host 10.2.2.12 infects host 10.5.0.10
udp,10.5.0.10,5060,24,10.2.2.12,10006,24,0,28,16700,5160,35160,Host 10.2.2.12 infects host 10.5.0.10
udp,10.2.2.12,10007,24,10.5.0.11,5060,24,0,3,300,5170,35170,
udp,10.2.2.12,10008,24,10.5.0.12,5060,24,0,3,300,5180,35180,
udp,10.2.2.12,10009,24,10.5.0.13,5060,24,0,3,300,5190,35190,
udp,10.2.2.12,10010,24,10.5.0.14,5060,24,0,3,300,5200,35200,
udp,10.2.2.12,10011,24,10.5.0.15,5060,24,0,3,300,5210,35210,
udp,10.2.2.12,10012,24,10.5.0.16,5060,24,0,3,300,5220,35220,
udp,10.2.2.12,10013,24,10.5.0.17,5060,24,0,3,300,5230,35230,
udp,10.2.2.12,10014,24,10.5.0.18,5060,24,0,3,300,5240,35240,
udp,10.2.2.12,10015,24,10.5.0.19,5060,24,0,3,300,5250,35250,
udp,10.2.2.12,10016,24,10.5.0.20,5060,24,0,3,300,5260,35260,
udp,10.2.2.12,10017,24,10.5.1.5,5060,24,0,3,300,5270,35270,Host 10.2.2.12 scans network 10.5.1.0/24
udp,10.2.2.12,10018,24,10.5.1.6,5060,24,0,3,300,5280,35280,
udp,10.2.2.12,10019,24,10.5.1.7,5060,24,0,3,300,5290,35290,
udp,10.2.2.12,10020,24,10.5.1.8,5060,24,0,3,300,5300,35300,
udp,10.2.2.12,10021,24,10.5.1.9,5060,24,0,3,300,5310,35310,
udp,10.2.2.12,10022,24,10.5.1.10,5060,24,0,3,300,5320,35320,
udp,10.2.2.12,10023,24,10.5.1.11,5060,24,0,342,409600,5330,35330,Host 10.2.2.12 infects host 10.5.1.11
udp,10.5.1.11,5060,24,10.2.2.12,10023,24,0,28,16700,5340,35340,Host 10.2.2.12 infects host 10.5.1.11
udp,10.2.2.12,10024,24,10.5.1.12,5060,24,0,3,300,5350,35350,
udp,10.2.2.12,10025,24,10.5.1.13,5060,24,0,3,300,5360,35360,
udp,10.2.2.12,10026,24,10.5.1.14,5060,24,0,3,300,5370,35370,
udp,10.2.2.12,10027,24,10.5.1.15,5060,24,0,3,300,5380,35380,
udp,10.2.2.12,10028,24,10.5.1.16,5060,24,0,3,300,5390,35390,
udp,10.2.2.12,10029,24,10.5.1.17,5060,24,0,3,300,5400,35400,
udp,10.2.2.12,10030,24,10.5.1.18,5060,24,0,3,300,5410,35410,
udp,10.2.2.12,10031,24,10.5.1.19,5060,24,0,3,300,5420,35420,
udp,10.2.2.12,10032,24,10.5.1.20,5060,24,0,3,300,5430,35430,
udp,10.2.2.12,10033,24,10.5.2.5,5060,24,0,3,300,5440,35440,Host 10.2.2.12 scans network 10.5.2.0/24
udp,10.2.2.12,10034,24,10.5.2.6,5060,24,0,3,300,5450,35450,
udp,10.2.2.12,10035,24,10.5.2.7,5060,24,0,3,300,5460,35460,
udp,10.2.2.12,10036,24,10.5.2.8,5060,24,0,3,300,5470,35470,
udp,10.2.2.12,10037,24,10.5.2.9,5060,24,0,3,300,5480,35480,
udp,10.2.2.12,10038,24,10.5.2.10,5060,24,0,3,300,5490,35490,
udp,10.2.2.12,10039,24,10.5.2.11,5060,24,0,3,300,5500,35500,
udp,10.2.2.12,10040,24,10.5.2.12,5060,24,0,342,409600,5510,35510,Host 10.2.2.12 infects host 10.5.2.12
udp,10.5.2.12,5060,24,10.2.2.12,10040,24,0,28,16700,5520,35520,Host 10.2.2.12 infects host 10.5.2.12
udp,10.2.2.12,10041,24,10.5.2.13,5060,24,0,3,300,5530,35530,
udp,10.2.2.12,10042,24,10.5.2.14,5060,24,0,3,300,5540,35540,
udp,10.2.2.12,10043,24,10.5.2.15,5060,24,0,3,300,5550,35550,
udp,10.2.2.12,10044,24,10.5.2.16,5060,24,0,3,300,5560,35560,
udp,10.2.2.12,10045,24,10.5.2.17,5060,24,0,3,300,5570,35570,
udp,10.2.2.12,10046,24,10.5.2.18,5060,24,0,3,300,5580,35580,
udp,10.2.2.12,10047,24,10.5.2.19,5060,24,0,3,300,5590,35590,
udp,10.2.2.12,10048,24,10.5.2.20,5060,24,0,3,300,5600,35600,
udp,10.2.2.12,10049,24,10.5.3.5,5060,24,0,3,300,5610,35610,Host 10.2.2.12 scans  network 10.5.3.0/24
udp,10.2.2.12,10050,24,10.5.3.6,5060,24,0,3,300,5620,35620,
udp,10.2.2.12,10051,24,10.5.3.7,5060,24,0,3,300,5630,35630,
udp,10.2.2.12,10052,24,10.5.3.8,5060,24,0,3,300,5640,35640,
udp,10.2.2.12,10053,24,10.5.3.9,5060,24,0,3,300,5650,35650,
udp,10.2.2.12,10054,24,10.5.3.10,5060,24,0,3,300,5660,35660,
udp,10.2.2.12,10055,24,10.5.3.11,5060,24,0,3,300,5670,35670,
udp,10.2.2.12,10056,24,10.5.3.12,5060,24,0,3,300,5680,35680,
udp,10.2.2.12,10057,24,10.5.3.13,5060,24,0,342,409600,5690,35690,Host 10.2.2.12 infects host 10.5.3.13
udp,10.5.3.13,5060,24,10.2.2.12,10057,24,0,28,16700,5700,35700,Host 10.2.2.12 infects host 10.5.3.13
udp,10.2.2.12,10058,24,10.5.3.14,5060,24,0,3,300,5710,35710,
udp,10.2.2.12,10059,24,10.5.3.15,5060,24,0,3,300,5720,35720,
udp,10.2.2.12,10060,24,10.5.3.16,5060,24,0,3,300,5730,35730,
udp,10.2.2.12,10061,24,10.5.3.17,5060,24,0,3,300,5740,35740,
udp,10.2.2.12,10062,24,10.5.3.18,5060,24,0,3,300,5750,35750,
udp,10.2.2.12,10063,24,10.5.3.19,5060,24,0,3,300,5760,35760,
udp,10.2.2.12,10064,24,10.5.3.20,5060,24,0,3,300,5770,35770,
udp,10.2.2.12,10065,24,10.5.4.5,5060,24,0,3,300,5780,35780,Host 10.2.2.12 scans network 10.5.4.0/24
udp,10.2.2.12,10066,24,10.5.4.6,5060,24,0,3,300,5790,35790,
udp,10.2.2.12,10067,24,10.5.4.7,5060,24,0,3,300,5800,35800,
udp,10.2.2.12,10068,24,10.5.4.8,5060,24,0,3,300,5810,35810,
udp,10.2.2.12,10069,24,10.5.4.9,5060,24,0,3,300,5820,35820,
udp,10.2.2.12,10070,24,10.5.4.10,5060,24,0,3,300,5830,35830,
udp,10.2.2.12,10071,24,10.5.4.11,5060,24,0,3,300,5840,35840,
udp,10.2.2.12,10072,24,10.5.4.12,5060,24,0,3,300,5850,35850,
udp,10.2.2.12,10073,24,10.5.4.13,5060,24,0,3,300,5860,35860,
udp,10.2.2.12,10074,24,10.5.4.14,5060,24,0,342,409600,5870,35870,Host 10.2.2.12 infects host 10.5.4.14
udp,10.5.4.14,5060,24,10.2.2.12,10074,24,0,28,16700,5880,35880,Host 10.2.2.12 infects host 10.5.4.14
udp,10.2.2.12,10075,24,10.5.4.15,5060,24,0,3,300,5890,35890,
udp,10.2.2.12,10076,24,10.5.4.16,5060,24,0,3,300,5900,35900,
udp,10.2.2.12,10077,24,10.5.4.17,5060,24,0,3,300,5910,35910,
udp,10.2.2.12,10078,24,10.5.4.18,5060,24,0,3,300,5920,35920,
udp,10.2.2.12,10079,24,10.5.4.19,5060,24,0,3,300,5930,35930,
udp,10.2.2.12,10080,24,10.5.4.20,5060,24,0,3,300,5940,35940,
udp,10.2.2.12,10081,24,10.5.5.5,5060,24,0,3,300,5950,35950,Host 10.2.2.12 scans network 10.5.5.0/24
udp,10.2.2.12,10082,24,10.5.5.6,5060,24,0,3,300,5960,35960,
udp,10.2.2.12,10083,24,10.5.5.7,5060,24,0,3,300,5970,35970,
udp,10.2.2.12,10084,24,10.5.5.8,5060,24,0,3,300,5980,35980,
udp,10.2.2.12,10085,24,10.5.5.9,5060,24,0,3,300,5990,35990,
udp,10.2.2.12,10086,24,10.5.5.10,5060,24,0,3,300,6000,36000,
udp,10.2.2.12,10087,24,10.5.5.11,5060,24,0,3,300,6010,36010,
udp,10.2.2.12,10088,24,10.5.5.12,5060,24,0,3,300,6020,36020,
udp,10.2.2.12,10089,24,10.5.5.13,5060,24,0,3,300,6030,36030,
